.Archetype.,Archetype,metrics,value,data_type
Skin And Subcutaneous Tissue Infections,Standard Deviation,Mean Frequency,0.87,Diagnosis
Skin And Subcutaneous Tissue Infections,Standard Deviation,Median Frequency,0.45,Diagnosis
Skin And Subcutaneous Tissue Infections,Standard Deviation,Frequency per Quarter,0.03,Diagnosis
Skin And Subcutaneous Tissue Infections,Standard Deviation,Frequency per Month,0.01,Diagnosis
Spondylosis  Intervertebral Disc Disorders  Other Back Problems,Archetype 1,Prevalence,0.233,Diagnosis
Spondylosis  Intervertebral Disc Disorders  Other Back Problems,Archetype 1,Mean Frequency,2.48,Diagnosis
Spondylosis  Intervertebral Disc Disorders  Other Back Problems,Archetype 1,Median Frequency,1.0,Diagnosis
Spondylosis  Intervertebral Disc Disorders  Other Back Problems,Archetype 1,Frequency per Quarter,0.17,Diagnosis
Spondylosis  Intervertebral Disc Disorders  Other Back Problems,Archetype 1,Frequency per Month,0.08,Diagnosis
Spondylosis  Intervertebral Disc Disorders  Other Back Problems,Archetype 2,Prevalence,0.537,Diagnosis
Spondylosis  Intervertebral Disc Disorders  Other Back Problems,Archetype 2,Mean Frequency,5.63,Diagnosis
Spondylosis  Intervertebral Disc Disorders  Other Back Problems,Archetype 2,Median Frequency,3.0,Diagnosis
Spondylosis  Intervertebral Disc Disorders  Other Back Problems,Archetype 2,Frequency per Quarter,0.36,Diagnosis
Spondylosis  Intervertebral Disc Disorders  Other Back Problems,Archetype 2,Frequency per Month,0.12,Diagnosis
Spondylosis  Intervertebral Disc Disorders  Other Back Problems,Archetype 3,Prevalence,0.557,Diagnosis
Spondylosis  Intervertebral Disc Disorders  Other Back Problems,Archetype 3,Mean Frequency,5.71,Diagnosis
Spondylosis  Intervertebral Disc Disorders  Other Back Problems,Archetype 3,Median Frequency,3.0,Diagnosis
Spondylosis  Intervertebral Disc Disorders  Other Back Problems,Archetype 3,Frequency per Quarter,0.21,Diagnosis
Spondylosis  Intervertebral Disc Disorders  Other Back Problems,Archetype 3,Frequency per Month,0.07,Diagnosis
Spondylosis  Intervertebral Disc Disorders  Other Back Problems,Archetype 4,Prevalence,0.811,Diagnosis
Spondylosis  Intervertebral Disc Disorders  Other Back Problems,Archetype 4,Mean Frequency,14.91,Diagnosis
Spondylosis  Intervertebral Disc Disorders  Other Back Problems,Archetype 4,Median Frequency,8.0,Diagnosis
Spondylosis  Intervertebral Disc Disorders  Other Back Problems,Archetype 4,Frequency per Quarter,0.8,Diagnosis
Spondylosis  Intervertebral Disc Disorders  Other Back Problems,Archetype 4,Frequency per Month,0.27,Diagnosis
Spondylosis  Intervertebral Disc Disorders  Other Back Problems,Overall,Prevalence,0.413,Diagnosis
Spondylosis  Intervertebral Disc Disorders  Other Back Problems,Overall,Mean Frequency,6.16,Diagnosis
Spondylosis  Intervertebral Disc Disorders  Other Back Problems,Overall,Median Frequency,3.0,Diagnosis
Spondylosis  Intervertebral Disc Disorders  Other Back Problems,Overall,Frequency per Quarter,0.26,Diagnosis
Spondylosis  Intervertebral Disc Disorders  Other Back Problems,Overall,Frequency per Month,0.1,Diagnosis
Spondylosis  Intervertebral Disc Disorders  Other Back Problems,Standard Deviation,Mean Frequency,4.67,Diagnosis
Spondylosis  Intervertebral Disc Disorders  Other Back Problems,Standard Deviation,Median Frequency,2.61,Diagnosis
Spondylosis  Intervertebral Disc Disorders  Other Back Problems,Standard Deviation,Frequency per Quarter,0.26,Diagnosis
Spondylosis  Intervertebral Disc Disorders  Other Back Problems,Standard Deviation,Frequency per Month,0.08,Diagnosis
Sprains And Strains,Archetype 1,Prevalence,0.038,Diagnosis
Sprains And Strains,Archetype 1,Mean Frequency,1.72,Diagnosis
Sprains And Strains,Archetype 1,Median Frequency,1.0,Diagnosis
Sprains And Strains,Archetype 1,Frequency per Quarter,0.01,Diagnosis
Sprains And Strains,Archetype 1,Frequency per Month,0.01,Diagnosis
Sprains And Strains,Archetype 2,Prevalence,0.119,Diagnosis
Sprains And Strains,Archetype 2,Mean Frequency,2.17,Diagnosis
Sprains And Strains,Archetype 2,Median Frequency,1.0,Diagnosis
Sprains And Strains,Archetype 2,Frequency per Quarter,0.03,Diagnosis
Sprains And Strains,Archetype 2,Frequency per Month,0.01,Diagnosis
Sprains And Strains,Archetype 3,Prevalence,0.147,Diagnosis
Sprains And Strains,Archetype 3,Mean Frequency,2.21,Diagnosis
Sprains And Strains,Archetype 3,Median Frequency,1.0,Diagnosis
Sprains And Strains,Archetype 3,Frequency per Quarter,0.02,Diagnosis
Sprains And Strains,Archetype 3,Frequency per Month,0.01,Diagnosis
Sprains And Strains,Archetype 4,Prevalence,0.291,Diagnosis
Sprains And Strains,Archetype 4,Mean Frequency,3.17,Diagnosis
Sprains And Strains,Archetype 4,Median Frequency,1.0,Diagnosis
Sprains And Strains,Archetype 4,Frequency per Quarter,0.06,Diagnosis
Sprains And Strains,Archetype 4,Frequency per Month,0.02,Diagnosis
Sprains And Strains,Overall,Prevalence,0.098,Diagnosis
Sprains And Strains,Overall,Mean Frequency,2.32,Diagnosis
Sprains And Strains,Overall,Median Frequency,1.0,Diagnosis
Sprains And Strains,Overall,Frequency per Quarter,0.02,Diagnosis
Sprains And Strains,Overall,Frequency per Month,0.01,Diagnosis
Sprains And Strains,Standard Deviation,Mean Frequency,0.53,Diagnosis
Sprains And Strains,Standard Deviation,Median Frequency,0.0,Diagnosis
Sprains And Strains,Standard Deviation,Frequency per Quarter,0.02,Diagnosis
Sprains And Strains,Standard Deviation,Frequency per Month,0.0,Diagnosis
Superficial Injury  Contusion,Archetype 1,Prevalence,0.039,Diagnosis
Superficial Injury  Contusion,Archetype 1,Mean Frequency,1.16,Diagnosis
Superficial Injury  Contusion,Archetype 1,Median Frequency,1.0,Diagnosis
Superficial Injury  Contusion,Archetype 1,Frequency per Quarter,0.01,Diagnosis
Superficial Injury  Contusion,Archetype 1,Frequency per Month,0.0,Diagnosis
Superficial Injury  Contusion,Archetype 2,Prevalence,0.122,Diagnosis
Superficial Injury  Contusion,Archetype 2,Mean Frequency,1.54,Diagnosis
Superficial Injury  Contusion,Archetype 2,Median Frequency,1.0,Diagnosis
Superficial Injury  Contusion,Archetype 2,Frequency per Quarter,0.02,Diagnosis
Superficial Injury  Contusion,Archetype 2,Frequency per Month,0.01,Diagnosis
Superficial Injury  Contusion,Archetype 3,Prevalence,0.143,Diagnosis
Superficial Injury  Contusion,Archetype 3,Mean Frequency,1.44,Diagnosis
Superficial Injury  Contusion,Archetype 3,Median Frequency,1.0,Diagnosis
Superficial Injury  Contusion,Archetype 3,Frequency per Quarter,0.01,Diagnosis
Superficial Injury  Contusion,Archetype 3,Frequency per Month,0.0,Diagnosis
Superficial Injury  Contusion,Archetype 4,Prevalence,0.294,Diagnosis
Superficial Injury  Contusion,Archetype 4,Mean Frequency,1.99,Diagnosis
Superficial Injury  Contusion,Archetype 4,Median Frequency,1.0,Diagnosis
Superficial Injury  Contusion,Archetype 4,Frequency per Quarter,0.04,Diagnosis
Superficial Injury  Contusion,Archetype 4,Frequency per Month,0.01,Diagnosis
Superficial Injury  Contusion,Overall,Prevalence,0.099,Diagnosis
Superficial Injury  Contusion,Overall,Mean Frequency,1.53,Diagnosis
Superficial Injury  Contusion,Overall,Median Frequency,1.0,Diagnosis
Superficial Injury  Contusion,Overall,Frequency per Quarter,0.02,Diagnosis
Superficial Injury  Contusion,Overall,Frequency per Month,0.01,Diagnosis
Superficial Injury  Contusion,Standard Deviation,Mean Frequency,0.3,Diagnosis
Superficial Injury  Contusion,Standard Deviation,Median Frequency,0.0,Diagnosis
Superficial Injury  Contusion,Standard Deviation,Frequency per Quarter,0.01,Diagnosis
Superficial Injury  Contusion,Standard Deviation,Frequency per Month,0.01,Diagnosis
Urinary Tract Infections,Archetype 1,Prevalence,0.083,Diagnosis
Urinary Tract Infections,Archetype 1,Mean Frequency,1.74,Diagnosis
Urinary Tract Infections,Archetype 1,Median Frequency,1.0,Diagnosis
Urinary Tract Infections,Archetype 1,Frequency per Quarter,0.04,Diagnosis
Urinary Tract Infections,Archetype 1,Frequency per Month,0.02,Diagnosis
Urinary Tract Infections,Archetype 2,Prevalence,0.206,Diagnosis
Urinary Tract Infections,Archetype 2,Mean Frequency,2.62,Diagnosis
Urinary Tract Infections,Archetype 2,Median Frequency,2.0,Diagnosis
Urinary Tract Infections,Archetype 2,Frequency per Quarter,0.06,Diagnosis
Urinary Tract Infections,Archetype 2,Frequency per Month,0.02,Diagnosis
Urinary Tract Infections,Archetype 3,Prevalence,0.223,Diagnosis
Urinary Tract Infections,Archetype 3,Mean Frequency,2.65,Diagnosis
Urinary Tract Infections,Archetype 3,Median Frequency,1.0,Diagnosis
Urinary Tract Infections,Archetype 3,Frequency per Quarter,0.04,Diagnosis
Urinary Tract Infections,Archetype 3,Frequency per Month,0.01,Diagnosis
Urinary Tract Infections,Archetype 4,Prevalence,0.438,Diagnosis
Urinary Tract Infections,Archetype 4,Mean Frequency,4.88,Diagnosis
Urinary Tract Infections,Archetype 4,Median Frequency,3.0,Diagnosis
Urinary Tract Infections,Archetype 4,Frequency per Quarter,0.14,Diagnosis
Urinary Tract Infections,Archetype 4,Frequency per Month,0.05,Diagnosis
Urinary Tract Infections,Overall,Prevalence,0.167,Diagnosis
Urinary Tract Infections,Overall,Mean Frequency,2.86,Diagnosis
Urinary Tract Infections,Overall,Median Frequency,1.0,Diagnosis
Urinary Tract Infections,Overall,Frequency per Quarter,0.05,Diagnosis
Urinary Tract Infections,Overall,Frequency per Month,0.02,Diagnosis
Urinary Tract Infections,Standard Deviation,Mean Frequency,1.16,Diagnosis
Urinary Tract Infections,Standard Deviation,Median Frequency,0.89,Diagnosis
Urinary Tract Infections,Standard Deviation,Frequency per Quarter,0.04,Diagnosis
Urinary Tract Infections,Standard Deviation,Frequency per Month,0.02,Diagnosis
Ancillary Services,Archetype 1,Prevalence,0.058,Procedure
Ancillary Services,Archetype 1,Mean Frequency,1.92,Procedure
Ancillary Services,Archetype 1,Median Frequency,1.0,Procedure
Ancillary Services,Archetype 1,Frequency per Quarter,0.03,Procedure
Ancillary Services,Archetype 1,Frequency per Month,0.02,Procedure
Ancillary Services,Archetype 2,Prevalence,0.128,Procedure
Ancillary Services,Archetype 2,Mean Frequency,2.6,Procedure
Ancillary Services,Archetype 2,Median Frequency,1.0,Procedure
Ancillary Services,Archetype 2,Frequency per Quarter,0.04,Procedure
Ancillary Services,Archetype 2,Frequency per Month,0.01,Procedure
Ancillary Services,Archetype 3,Prevalence,0.142,Procedure
Ancillary Services,Archetype 3,Mean Frequency,2.89,Procedure
Ancillary Services,Archetype 3,Median Frequency,1.0,Procedure
Ancillary Services,Archetype 3,Frequency per Quarter,0.03,Procedure
Ancillary Services,Archetype 3,Frequency per Month,0.01,Procedure
Ancillary Services,Archetype 4,Prevalence,0.277,Procedure
Ancillary Services,Archetype 4,Mean Frequency,8.24,Procedure
Ancillary Services,Archetype 4,Median Frequency,2.0,Procedure
Ancillary Services,Archetype 4,Frequency per Quarter,0.16,Procedure
Ancillary Services,Archetype 4,Frequency per Month,0.05,Procedure
Ancillary Services,Overall,Prevalence,0.108,Procedure
Ancillary Services,Overall,Mean Frequency,3.6,Procedure
Ancillary Services,Overall,Median Frequency,1.0,Procedure
Ancillary Services,Overall,Frequency per Quarter,0.04,Procedure
Ancillary Services,Overall,Frequency per Month,0.02,Procedure
Ancillary Services,Standard Deviation,Mean Frequency,2.53,Procedure
Ancillary Services,Standard Deviation,Median Frequency,0.45,Procedure
Ancillary Services,Standard Deviation,Frequency per Quarter,0.06,Procedure
Ancillary Services,Standard Deviation,Frequency per Month,0.02,Procedure
Anesthesia,Archetype 1,Prevalence,0.129,Procedure
Anesthesia,Archetype 1,Mean Frequency,1.43,Procedure
Anesthesia,Archetype 1,Median Frequency,1.0,Procedure
Anesthesia,Archetype 1,Frequency per Quarter,0.04,Procedure
Anesthesia,Archetype 1,Frequency per Month,0.02,Procedure
Anesthesia,Archetype 2,Prevalence,0.306,Procedure
Anesthesia,Archetype 2,Mean Frequency,1.8,Procedure
Anesthesia,Archetype 2,Median Frequency,1.0,Procedure
Anesthesia,Archetype 2,Frequency per Quarter,0.07,Procedure
Anesthesia,Archetype 2,Frequency per Month,0.02,Procedure
Anesthesia,Archetype 3,Prevalence,0.339,Procedure
Anesthesia,Archetype 3,Mean Frequency,1.81,Procedure
Anesthesia,Archetype 3,Median Frequency,1.0,Procedure
Anesthesia,Archetype 3,Frequency per Quarter,0.04,Procedure
Anesthesia,Archetype 3,Frequency per Month,0.01,Procedure
Anesthesia,Archetype 4,Prevalence,0.566,Procedure
Anesthesia,Archetype 4,Mean Frequency,2.72,Procedure
Anesthesia,Archetype 4,Median Frequency,2.0,Procedure
Anesthesia,Archetype 4,Frequency per Quarter,0.1,Procedure
Anesthesia,Archetype 4,Frequency per Month,0.03,Procedure
Anesthesia,Overall,Prevalence,0.246,Procedure
Anesthesia,Overall,Mean Frequency,1.87,Procedure
Anesthesia,Overall,Median Frequency,1.0,Procedure
Anesthesia,Overall,Frequency per Quarter,0.05,Procedure
Anesthesia,Overall,Frequency per Month,0.02,Procedure
Anesthesia,Standard Deviation,Mean Frequency,0.48,Procedure
Anesthesia,Standard Deviation,Median Frequency,0.45,Procedure
Anesthesia,Standard Deviation,Frequency per Quarter,0.03,Procedure
Anesthesia,Standard Deviation,Frequency per Month,0.01,Procedure
Colonoscopy And Biopsy,Archetype 1,Prevalence,0.053,Procedure
Colonoscopy And Biopsy,Archetype 1,Mean Frequency,1.05,Procedure
Colonoscopy And Biopsy,Archetype 1,Median Frequency,1.0,Procedure
Colonoscopy And Biopsy,Archetype 1,Frequency per Quarter,0.01,Procedure
Colonoscopy And Biopsy,Archetype 1,Frequency per Month,0.0,Procedure
Colonoscopy And Biopsy,Archetype 2,Prevalence,0.146,Procedure
Colonoscopy And Biopsy,Archetype 2,Mean Frequency,1.11,Procedure
Colonoscopy And Biopsy,Archetype 2,Median Frequency,1.0,Procedure
Colonoscopy And Biopsy,Archetype 2,Frequency per Quarter,0.02,Procedure
Colonoscopy And Biopsy,Archetype 2,Frequency per Month,0.01,Procedure
Colonoscopy And Biopsy,Archetype 3,Prevalence,0.176,Procedure
Colonoscopy And Biopsy,Archetype 3,Mean Frequency,1.11,Procedure
Colonoscopy And Biopsy,Archetype 3,Median Frequency,1.0,Procedure
Colonoscopy And Biopsy,Archetype 3,Frequency per Quarter,0.01,Procedure
Colonoscopy And Biopsy,Archetype 3,Frequency per Month,0.0,Procedure
Colonoscopy And Biopsy,Archetype 4,Prevalence,0.319,Procedure
Colonoscopy And Biopsy,Archetype 4,Mean Frequency,1.21,Procedure
Colonoscopy And Biopsy,Archetype 4,Median Frequency,1.0,Procedure
Colonoscopy And Biopsy,Archetype 4,Frequency per Quarter,0.03,Procedure
Colonoscopy And Biopsy,Archetype 4,Frequency per Month,0.01,Procedure
Colonoscopy And Biopsy,Overall,Prevalence,0.121,Procedure
Colonoscopy And Biopsy,Overall,Mean Frequency,1.11,Procedure
Colonoscopy And Biopsy,Overall,Median Frequency,1.0,Procedure
Colonoscopy And Biopsy,Overall,Frequency per Quarter,0.01,Procedure
Colonoscopy And Biopsy,Overall,Frequency per Month,0.0,Procedure
Colonoscopy And Biopsy,Standard Deviation,Mean Frequency,0.06,Procedure
Colonoscopy And Biopsy,Standard Deviation,Median Frequency,0.0,Procedure
Colonoscopy And Biopsy,Standard Deviation,Frequency per Quarter,0.01,Procedure
Colonoscopy And Biopsy,Standard Deviation,Frequency per Month,0.01,Procedure
Computerized Axial Tomography  Ct  Scan Head,Archetype 1,Prevalence,0.178,Procedure
Computerized Axial Tomography  Ct  Scan Head,Archetype 1,Mean Frequency,1.26,Procedure
Computerized Axial Tomography  Ct  Scan Head,Archetype 1,Median Frequency,1.0,Procedure
Computerized Axial Tomography  Ct  Scan Head,Archetype 1,Frequency per Quarter,0.09,Procedure
Computerized Axial Tomography  Ct  Scan Head,Archetype 1,Frequency per Month,0.06,Procedure
Computerized Axial Tomography  Ct  Scan Head,Archetype 2,Prevalence,0.27,Procedure
Computerized Axial Tomography  Ct  Scan Head,Archetype 2,Mean Frequency,1.51,Procedure
Computerized Axial Tomography  Ct  Scan Head,Archetype 2,Median Frequency,1.0,Procedure
Computerized Axial Tomography  Ct  Scan Head,Archetype 2,Frequency per Quarter,0.06,Procedure
Computerized Axial Tomography  Ct  Scan Head,Archetype 2,Frequency per Month,0.02,Procedure
Computerized Axial Tomography  Ct  Scan Head,Archetype 3,Prevalence,0.274,Procedure
Computerized Axial Tomography  Ct  Scan Head,Archetype 3,Mean Frequency,1.57,Procedure
Computerized Axial Tomography  Ct  Scan Head,Archetype 3,Median Frequency,1.0,Procedure
Computerized Axial Tomography  Ct  Scan Head,Archetype 3,Frequency per Quarter,0.03,Procedure
Computerized Axial Tomography  Ct  Scan Head,Archetype 3,Frequency per Month,0.01,Procedure
Computerized Axial Tomography  Ct  Scan Head,Archetype 4,Prevalence,0.492,Procedure
Computerized Axial Tomography  Ct  Scan Head,Archetype 4,Mean Frequency,2.31,Procedure
Computerized Axial Tomography  Ct  Scan Head,Archetype 4,Median Frequency,2.0,Procedure
Computerized Axial Tomography  Ct  Scan Head,Archetype 4,Frequency per Quarter,0.08,Procedure
Computerized Axial Tomography  Ct  Scan Head,Archetype 4,Frequency per Month,0.03,Procedure
Computerized Axial Tomography  Ct  Scan Head,Overall,Prevalence,0.243,Procedure
Computerized Axial Tomography  Ct  Scan Head,Overall,Mean Frequency,1.56,Procedure
Computerized Axial Tomography  Ct  Scan Head,Overall,Median Frequency,1.0,Procedure
Computerized Axial Tomography  Ct  Scan Head,Overall,Frequency per Quarter,0.07,Procedure
Computerized Axial Tomography  Ct  Scan Head,Overall,Frequency per Month,0.04,Procedure
Computerized Axial Tomography  Ct  Scan Head,Standard Deviation,Mean Frequency,0.39,Procedure
Computerized Axial Tomography  Ct  Scan Head,Standard Deviation,Median Frequency,0.45,Procedure
Computerized Axial Tomography  Ct  Scan Head,Standard Deviation,Frequency per Quarter,0.02,Procedure
Computerized Axial Tomography  Ct  Scan Head,Standard Deviation,Frequency per Month,0.02,Procedure
Critical Care Ill/Injured Patient Addl 30 Min,Archetype 1,Prevalence,0.005,Procedure
Critical Care Ill/Injured Patient Addl 30 Min,Archetype 1,Mean Frequency,1.23,Procedure
Critical Care Ill/Injured Patient Addl 30 Min,Archetype 1,Median Frequency,1.0,Procedure
Critical Care Ill/Injured Patient Addl 30 Min,Archetype 1,Frequency per Quarter,0.0,Procedure
Critical Care Ill/Injured Patient Addl 30 Min,Archetype 1,Frequency per Month,0.0,Procedure
Critical Care Ill/Injured Patient Addl 30 Min,Archetype 2,Prevalence,0.007,Procedure
Critical Care Ill/Injured Patient Addl 30 Min,Archetype 2,Mean Frequency,1.17,Procedure
Critical Care Ill/Injured Patient Addl 30 Min,Archetype 2,Median Frequency,1.0,Procedure
Critical Care Ill/Injured Patient Addl 30 Min,Archetype 2,Frequency per Quarter,0.0,Procedure
Critical Care Ill/Injured Patient Addl 30 Min,Archetype 2,Frequency per Month,0.0,Procedure
Critical Care Ill/Injured Patient Addl 30 Min,Archetype 3,Prevalence,0.007,Procedure
Critical Care Ill/Injured Patient Addl 30 Min,Archetype 3,Mean Frequency,1.08,Procedure
Critical Care Ill/Injured Patient Addl 30 Min,Archetype 3,Median Frequency,1.0,Procedure
Critical Care Ill/Injured Patient Addl 30 Min,Archetype 3,Frequency per Quarter,0.0,Procedure
Critical Care Ill/Injured Patient Addl 30 Min,Archetype 3,Frequency per Month,0.0,Procedure
Critical Care Ill/Injured Patient Addl 30 Min,Archetype 4,Prevalence,0.02,Procedure
Critical Care Ill/Injured Patient Addl 30 Min,Archetype 4,Mean Frequency,1.55,Procedure
Critical Care Ill/Injured Patient Addl 30 Min,Archetype 4,Median Frequency,1.0,Procedure
Critical Care Ill/Injured Patient Addl 30 Min,Archetype 4,Frequency per Quarter,0.0,Procedure
Critical Care Ill/Injured Patient Addl 30 Min,Archetype 4,Frequency per Month,0.0,Procedure
Critical Care Ill/Injured Patient Addl 30 Min,Overall,Prevalence,0.007,Procedure
Critical Care Ill/Injured Patient Addl 30 Min,Overall,Mean Frequency,1.25,Procedure
Critical Care Ill/Injured Patient Addl 30 Min,Overall,Median Frequency,1.0,Procedure
Critical Care Ill/Injured Patient Addl 30 Min,Overall,Frequency per Quarter,0.0,Procedure
Critical Care Ill/Injured Patient Addl 30 Min,Overall,Frequency per Month,0.0,Procedure
Critical Care Ill/Injured Patient Addl 30 Min,Standard Deviation,Mean Frequency,0.18,Procedure
Critical Care Ill/Injured Patient Addl 30 Min,Standard Deviation,Median Frequency,0.0,Procedure
Critical Care Ill/Injured Patient Addl 30 Min,Standard Deviation,Frequency per Quarter,0.0,Procedure
Critical Care Ill/Injured Patient Addl 30 Min,Standard Deviation,Frequency per Month,0.0,Procedure
Critical Care Ill/Injured Patient Init 30-74 Min,Archetype 1,Prevalence,0.045,Procedure
Critical Care Ill/Injured Patient Init 30-74 Min,Archetype 1,Mean Frequency,1.96,Procedure
Critical Care Ill/Injured Patient Init 30-74 Min,Archetype 1,Median Frequency,1.0,Procedure
Critical Care Ill/Injured Patient Init 30-74 Min,Archetype 1,Frequency per Quarter,0.05,Procedure
Critical Care Ill/Injured Patient Init 30-74 Min,Archetype 1,Frequency per Month,0.03,Procedure
Critical Care Ill/Injured Patient Init 30-74 Min,Archetype 2,Prevalence,0.065,Procedure
Critical Care Ill/Injured Patient Init 30-74 Min,Archetype 2,Mean Frequency,1.84,Procedure
Critical Care Ill/Injured Patient Init 30-74 Min,Archetype 2,Median Frequency,1.0,Procedure
Critical Care Ill/Injured Patient Init 30-74 Min,Archetype 2,Frequency per Quarter,0.02,Procedure
Critical Care Ill/Injured Patient Init 30-74 Min,Archetype 2,Frequency per Month,0.01,Procedure
Critical Care Ill/Injured Patient Init 30-74 Min,Archetype 3,Prevalence,0.064,Procedure
Critical Care Ill/Injured Patient Init 30-74 Min,Archetype 3,Mean Frequency,1.8,Procedure
Critical Care Ill/Injured Patient Init 30-74 Min,Archetype 3,Median Frequency,1.0,Procedure
Critical Care Ill/Injured Patient Init 30-74 Min,Archetype 3,Frequency per Quarter,0.01,Procedure
Critical Care Ill/Injured Patient Init 30-74 Min,Archetype 3,Frequency per Month,0.0,Procedure
Critical Care Ill/Injured Patient Init 30-74 Min,Archetype 4,Prevalence,0.135,Procedure
Critical Care Ill/Injured Patient Init 30-74 Min,Archetype 4,Mean Frequency,2.4,Procedure
Critical Care Ill/Injured Patient Init 30-74 Min,Archetype 4,Median Frequency,1.0,Procedure
Critical Care Ill/Injured Patient Init 30-74 Min,Archetype 4,Frequency per Quarter,0.02,Procedure
Critical Care Ill/Injured Patient Init 30-74 Min,Archetype 4,Frequency per Month,0.01,Procedure
Critical Care Ill/Injured Patient Init 30-74 Min,Overall,Prevalence,0.06,Procedure
Critical Care Ill/Injured Patient Init 30-74 Min,Overall,Mean Frequency,1.97,Procedure
Critical Care Ill/Injured Patient Init 30-74 Min,Overall,Median Frequency,1.0,Procedure
Critical Care Ill/Injured Patient Init 30-74 Min,Overall,Frequency per Quarter,0.03,Procedure
Critical Care Ill/Injured Patient Init 30-74 Min,Overall,Frequency per Month,0.02,Procedure
Critical Care Ill/Injured Patient Init 30-74 Min,Standard Deviation,Mean Frequency,0.24,Procedure
Critical Care Ill/Injured Patient Init 30-74 Min,Standard Deviation,Median Frequency,0.0,Procedure
Critical Care Ill/Injured Patient Init 30-74 Min,Standard Deviation,Frequency per Quarter,0.02,Procedure
Critical Care Ill/Injured Patient Init 30-74 Min,Standard Deviation,Frequency per Month,0.01,Procedure
Ct Scan Abdomen,Archetype 1,Prevalence,0.079,Procedure
Ct Scan Abdomen,Archetype 1,Mean Frequency,1.27,Procedure
Ct Scan Abdomen,Archetype 1,Median Frequency,1.0,Procedure
Ct Scan Abdomen,Archetype 1,Frequency per Quarter,0.02,Procedure
Ct Scan Abdomen,Archetype 1,Frequency per Month,0.01,Procedure
Ct Scan Abdomen,Archetype 2,Prevalence,0.21,Procedure
Ct Scan Abdomen,Archetype 2,Mean Frequency,1.57,Procedure
Ct Scan Abdomen,Archetype 2,Median Frequency,1.0,Procedure
Ct Scan Abdomen,Archetype 2,Frequency per Quarter,0.04,Procedure
Ct Scan Abdomen,Archetype 2,Frequency per Month,0.01,Procedure
Ct Scan Abdomen,Archetype 3,Prevalence,0.229,Procedure
Ct Scan Abdomen,Archetype 3,Mean Frequency,1.54,Procedure
Ct Scan Abdomen,Archetype 3,Median Frequency,1.0,Procedure
Ct Scan Abdomen,Archetype 3,Frequency per Quarter,0.02,Procedure
Ct Scan Abdomen,Archetype 3,Frequency per Month,0.01,Procedure
Ct Scan Abdomen,Archetype 4,Prevalence,0.472,Procedure
Ct Scan Abdomen,Archetype 4,Mean Frequency,2.12,Procedure
Ct Scan Abdomen,Archetype 4,Median Frequency,1.0,Procedure
Ct Scan Abdomen,Archetype 4,Frequency per Quarter,0.07,Procedure
Ct Scan Abdomen,Archetype 4,Frequency per Month,0.02,Procedure
Ct Scan Abdomen,Overall,Prevalence,0.17,Procedure
Ct Scan Abdomen,Overall,Mean Frequency,1.61,Procedure
Ct Scan Abdomen,Overall,Median Frequency,1.0,Procedure
Ct Scan Abdomen,Overall,Frequency per Quarter,0.03,Procedure
Ct Scan Abdomen,Overall,Frequency per Month,0.01,Procedure
Ct Scan Abdomen,Standard Deviation,Mean Frequency,0.31,Procedure
Ct Scan Abdomen,Standard Deviation,Median Frequency,0.0,Procedure
Ct Scan Abdomen,Standard Deviation,Frequency per Quarter,0.02,Procedure
Ct Scan Abdomen,Standard Deviation,Frequency per Month,0.0,Procedure
Ct Scan Chest,Archetype 1,Prevalence,0.169,Procedure
Ct Scan Chest,Archetype 1,Mean Frequency,1.16,Procedure
Ct Scan Chest,Archetype 1,Median Frequency,1.0,Procedure
Ct Scan Chest,Archetype 1,Frequency per Quarter,0.08,Procedure
Ct Scan Chest,Archetype 1,Frequency per Month,0.05,Procedure
Ct Scan Chest,Archetype 2,Prevalence,0.254,Procedure
Ct Scan Chest,Archetype 2,Mean Frequency,1.47,Procedure
Ct Scan Chest,Archetype 2,Median Frequency,1.0,Procedure
Ct Scan Chest,Archetype 2,Frequency per Quarter,0.05,Procedure
Ct Scan Chest,Archetype 2,Frequency per Month,0.02,Procedure
Ct Scan Chest,Archetype 3,Prevalence,0.245,Procedure
Ct Scan Chest,Archetype 3,Mean Frequency,1.56,Procedure
Ct Scan Chest,Archetype 3,Median Frequency,1.0,Procedure
Ct Scan Chest,Archetype 3,Frequency per Quarter,0.03,Procedure
Ct Scan Chest,Archetype 3,Frequency per Month,0.01,Procedure
Ct Scan Chest,Archetype 4,Prevalence,0.426,Procedure
Ct Scan Chest,Archetype 4,Mean Frequency,1.99,Procedure
Ct Scan Chest,Archetype 4,Median Frequency,1.0,Procedure
Ct Scan Chest,Archetype 4,Frequency per Quarter,0.06,Procedure
Ct Scan Chest,Archetype 4,Frequency per Month,0.02,Procedure
Ct Scan Chest,Overall,Prevalence,0.223,Procedure
Ct Scan Chest,Overall,Mean Frequency,1.45,Procedure
Ct Scan Chest,Overall,Median Frequency,1.0,Procedure
Ct Scan Chest,Overall,Frequency per Quarter,0.06,Procedure
Ct Scan Chest,Overall,Frequency per Month,0.03,Procedure
Ct Scan Chest,Standard Deviation,Mean Frequency,0.3,Procedure
Ct Scan Chest,Standard Deviation,Median Frequency,0.0,Procedure
Ct Scan Chest,Standard Deviation,Frequency per Quarter,0.02,Procedure
Ct Scan Chest,Standard Deviation,Frequency per Month,0.02,Procedure
Diagnostic Physical Therapy,Archetype 1,Prevalence,0.072,Procedure
